"X","ID","ag","pov_final","genre","mc_calc"
967,"2015_Cotterill,Colin_SixandaHalfDeadlySins_MY.txt.csv","M","3p","MY","Y"
968,"2015_Deaver,Jeffery_SolitudeCreek_MY.txt.csv","M","3p","MY","Y"
969,"2015_Elliot,Kendra_Spiraled_MY.txt.csv","F","3p","MY","Y"
970,"2015_Gardner,Lisa_Crash&Burn_MY.txt.csv","F","1p","MY","N"
971,"2015_Green,Simon_TheDarkSideoftheRoad_MY.txt.csv","M","1p","MY","Y"
972,"2015_Griffiths,Elly_TheGhostFields_MY.txt.csv","F","3p","MY","Y"
973,"2015_Hinton,Lynne_TheCaseoftheSinCitySister_MY.txt.csv","F","3p","MY","Y"
974,"2015_Hunter,Stephen_IRipper_MY.txt.csv","M","1p","MY","Y"
975,"2015_Iles,Greg_TheBoneTree_MY.txt.csv","M","1p","MY","N"
976,"2015_Jaff,Sophie_LoveisRed_MY.txt.csv","F","1p","MY","Y"
977,"2015_Johnson,Craig_DryBones_MY.txt.csv","M","1p","MY","N"
978,"2015_Johnston,Tim_Descent_MY.txt.csv","M","3p","MY","Y"
979,"2015_Jones,Darynda_EighthGraveAfterDark_MY.txt.csv","F","1p","MY","Y"
980,"2015_Juba,Stacy_DarkBeforeDawn_MY.txt.csv","F","3p","MY","Y"
981,"2015_Kellerman,Jonathan_Motive_MY.txt.csv","M","1p","MY","Y"
982,"2015_King,LaurieR_DreamingSpies_MY.txt.csv","F","1p","MY","Y"
983,"2015_King,Stephen_FindersKeepers_MY.txt.csv","M","3p","MY","Y"
984,"2015_Knight,Renee_Disclaimer_MY.txt.csv","F","3p","MY","Y"
985,"2015_Knoll,Jessica_LuckiestGirlAlive_MY.txt.csv","F","1p","MY","Y"
986,"2015_Lanyon,Josh_WinterKill_MY.txt.csv","M","3p","MY","Y"
987,"2015_Latham,Jennifer_ScarlettUndercover_MY.txt.csv","F","1p","MY","Y"
988,"2015_Marsons,Angela_EvilGames_MY.txt.csv","F","3p","MY","Y"
989,"2015_Marsons,Angela_SilentScream_MY.txt.csv","F","3p","MY","Y"
990,"2015_Matthews,Jason_PalaceofTreason_MY.txt.csv","M","3p","MY","Y"
991,"2015_McCreight,Kimberly_WhereTheyFoundHer_MY.txt.csv","F","1p","MY","Y"
992,"2015_Mosley,Walter_AndSometimesIWonder_MY.txt.csv","M","1p","MY","Y"
993,"2015_Oliver,Lauren_VanishingGirls_MY.txt.csv","F","1p","MY","Y"
994,"2015_Palmer,Daniel_Desperate_MY.txt.csv","M","1p","MY","Y"
995,"2015_Patterson,James_14thDeadlySin_MY.txt.csv","M","1p","MY","N"
996,"2015_Patterson,James_Unlucky13_MY.txt.csv","M","1p","MY","Y"
997,"2015_Pearl,Matthew_TheLastBookaneer_MY.txt.csv","M","1p","MY","Y"
998,"2015_Price,Richard_TheWhites_MY.txt.csv","F","3p","MY","Y"
999,"2015_Pulley,DM_TheDeadKey_MY.txt.csv","F","3p","MY","Y"
1000,"2015_Quick,Amanda_GardenofLies_MY.txt.csv","F","3p","MY","Y"
1001,"2015_Robb,JD_ObsessioninDeath_MY.txt.csv","F","3p","MY","Y"
1002,"2015_Ryan,Carrie_DaughterofDeepSilence_MY.txt.csv","F","1p","MY","Y"
1003,"2015_Salvalaggio,Karin_BurntRiver_MY.txt.csv","F","3p","MY","Y"
1004,"2015_Sandford,John_GatheringPrey_MY.txt.csv","M","3p","MY","Y"
1005,"2015_Scottoline,Lisa_EveryFifteenMinutes_MY.txt.csv","F","3p","MY","Y"
1006,"2015_Sherratt,Mel_FollowtheLeader_MY.txt.csv","F","3p","MY","Y"
1007,"2015_Stelmach,Orest_TheAlterGirl_MY.txt.csv","M","1p","MY","Y"
1008,"2015_Stokes,Paula_LiarsInc_MY.txt.csv","F","1p","MY","Y"
1009,"2015_Summers,Courtney_AlltheRage_MY.txt.csv","F","1p","MY","Y"
1010,"2015_Swanson,Peter_TheKindWorthKilling_MY.txt.csv","M","1p","MY","Y"
1011,"2015_Swyler,Erika_TheBookofSpeculation_MY.txt.csv","F","3p","MY","Y"
1012,"2015_Thomas,Rob_VeronicaMars_MY.txt.csv","M","3p","MY","Y"
1013,"2015_Tremayne,SK_TheIceTwins_MY.txt.csv","M","1p","MY","Y"
1014,"2015_Tyson,Wendy_DyingBrand_MY.txt.csv","F","3p","MY","Y"
1016,"2015_Walsh,MO_MySunshineAway_MY.txt.csv","M","1p","MY","Y"
1017,"2015_White,Karen_TheSoundofGlass_MY.txt.csv","F","1p","MY","Y"
1018,"2015_Winspear,Jacqueline_ADangerousPlace_MY.txt.csv","F","3p","MY","Y"
1019,"2002_Card,OrsonScott_FirstMeetingsInEnder'sUniverse.txt.csv","M","3p","YA","Y"
1020,"2009_Collins,Suzanne_CatchingFire.txt.csv","F","1p","YA","N"
1021,"2009_Mead,Richelle_LastSacrifice.txt.csv","F","1p","YA","N"
1023,"2010_Black,Jenna_Glimmerglass.txt.csv","F","1p","YA","Y"
1024,"2010_Clare,Cassandra_ClockworkAngel.txt.csv","F","3p","YA","Y"
1025,"2010_Colasanti,Susane_SomethingLikeFate.txt.csv","F","1p","YA","Y"
1026,"2010_Collins,Suzanne_Mockingjay.txt.csv","F","1p","YA","N"
1027,"2010_Condie,Ally_Matched.txt.csv","F","1p","YA","N"
1028,"2010_Dashner,James_TheScorchTrials.txt.csv","M","3p","YA","Y"
1029,"2010_Godbersen,Anna_BrightYoungThings.txt.csv","F","3p","YA","Y"
1030,"2010_Gow,Kailin_BitterFrostandTheWolfFey.txt.csv","F","1p","YA","N"
1031,"2010_Hopkins,Ellen_Fallout.txt.csv","F","1p","YA","Y"
1032,"2010_Livingston,Lesley_Tempestuous.txt.csv","F","3p","YA","Y"
1033,"2010_Mead,Richelle_SpiritBound.txt.csv","F","1p","YA","Y"
1034,"2010_Mullin,Mike_Ashfall.txt.csv","M","1p","YA","Y"
1035,"2010_Philbin,Joanna_TheDaughters.txt.csv","F","3p","YA","Y"
1036,"2010_Scott,Elizabeth_TheUnwrittenRule.txt.csv","F","1p","YA","Y"
1038,"2011_Adornetto,Alexandra_Hades.txt.csv","F","1p","YA","Y"
1039,"2011_Armstrong,Kelley_TheGathering.txt.csv","F","1p","YA","Y"
1040,"2011_Barnes,JenniferLynn_TrialbyFire.txt.csv","F","1p","YA","Y"
1041,"2011_Carson,Rae_TheGirlofFireandThorns.txt.csv","F","1p","YA","Y"
1042,"2011_Childs,TeraLynn_FinsAreForever.txt.csv","F","1p","YA","Y"
1043,"2011_Clare,Cassandra_CityofFallenAngels.txt.csv","F","3p","YA","Y"
1044,"2011_Condie,Ally_Crossed.txt.csv","F","1p","YA","Y"
1045,"2011_Dashner,James_TheDeathCure.txt.csv","M","3p","YA","Y"
1046,"2011_Dixon,Heather_Entwined.txt.csv","F","3p","YA","Y"
1047,"2011_Flanagan,John_TheOutcasts.txt.csv","M","3p","YA","Y"
1049,"2011_Kagawa,Julie_TheIronQueen.txt.csv","F","1p","YA","Y"
1051,"2011_Keplinger,Kody_ShutOut.txt.csv","F","1p","YA","Y"
1052,"2011_Lu,Marie_Legend.txt.csv","F","1p","YA","N"
1053,"2011_Mahoney,Karen_TheIronWitch.txt.csv","F","3p","YA","Y"
1054,"2011_McHugh,Daniel_ThePoolandthePedestal.txt.csv","M","3p","YA","Y"
1055,"2011_Oliver,Lauren_Delirium.txt.csv","F","1p","YA","Y"
1056,"2011_Park,Jessica_Flat-OutLove.txt.csv","F","3p","YA","Y"
1058,"2011_Riggs,Ransom_MissPeregrine'sHomeforPeculiarChildren.txt.csv","M","1p","YA","N"
1059,"2011_Roth,Veronica_Divergent.txt.csv","F","1p","YA","N"
1060,"2011_Singh,Nalini_Archangel'sConsort.txt.csv","F","3p","YA","Y"
1061,"2011_Sorensen,Jessica_TheFallenStar.txt.csv","F","1p","YA","Y"
1063,"2011_Tregay,Sarah_LoveandLeftovers.txt.csv","F","1p","YA","Y"
1064,"2011_Verday,Jessica_TheHidden.txt.csv","F","1p","YA","Y"
1065,"2011_Zink,Michelle_CircleofFire.txt.csv","F","1p","YA","Y"
1066,"2012_Accardo,Jus_Toxic.txt.csv","F","1p","YA","Y"
1067,"2012_Arcos,Carrie_OutofReach.txt.csv","F","1p","YA","Y"
1068,"2012_Ashton,Brodi_Everneath.txt.csv","M","1p","YA","Y"
1069,"2012_Banks,Anna_OfPoseidon.txt.csv","F","1p","YA","Y"
1070,"2012_Brighton,Lori_TheMindThieves.txt.csv","F","1p","YA","Y"
1071,"2012_Cass,Kiera_TheSelection.txt.csv","F","1p","YA","Y"
1072,"2012_Condie,Ally_Reached.txt.csv","F","1p","YA","Y"
1073,"2012_Cooner,Donna_Skinny.txt.csv","F","1p","YA","Y"
1074,"2012_Dashner,James_TheKillOrder.txt.csv","M","3p","YA","Y"
1075,"2012_Despain,Bree_TheSavageGrace.txt.csv","F","1p","YA","Y"
1076,"2012_Evans,RichardPaul_RiseoftheElgen.txt.csv","M","1p","YA","Y"
1077,"2012_Fine,Sarah_Sanctum.txt.csv","F","1p","YA","Y"
1078,"2012_Friend,Natasha_MyLifeinBlackandWhite.txt.csv","F","1p","YA","Y"
1079,"2012_Green,John_TheFaultinOurStars.txt.csv","M","1p","YA","Y"
1080,"2012_Hocking,Amanda_Lullaby.txt.csv","F","3p","YA","Y"
1081,"2012_Keplinger,Kody_AMidsummer'sNightmare.txt.csv","F","1p","YA","N"
1082,"2012_LaFevers,Robin_GraveMercy.txt.csv","F","1p","YA","Y"
1083,"2012_Meyer,Marissa_Cinder.txt.csv","F","3p","YA","Y"
1084,"2012_Oliver,Lauren_Pandemonium.txt.csv","F","1p","YA","Y"
1085,"2012_Pike,Aprilynne_Illusions.txt.csv","F","3p","YA","Y"
1086,"2012_Price,Lissa_Starters.txt.csv","F","1p","YA","Y"
1087,"2012_Price,Nora_ZoeLettingGo.txt.csv","F","1p","YA","Y"
1088,"2012_Roth,Veronica_Insurgent.txt.csv","F","1p","YA","N"
1089,"2012_Rowell,Rainbow_Eleanor&Park.txt.csv","F","3p","YA","Y"
1090,"2012_Snyder,Maria_InsideOut.txt.csv","F","1p","YA","N"
1091,"2012_Snyder,Maria_ScentofMagic.txt.csv","F","1p","YA","Y"
1092,"2012_Summers,Courtney_ThisIsNotaTest.txt.csv","F","1p","YA","Y"
1093,"2012_Terry,Teri_Slated.txt.csv","F","1p","YA","Y"
1094,"2012_Winfield,Ryan_TheParkService.txt.csv","M","1p","YA","Y"
1095,"2013_Berry,Julie_AlltheTruthThat'sInMe.txt.csv","F","1p","YA","N"
1096,"2013_Cass,Kiera_TheElite.txt.csv","F","1p","YA","Y"
1097,"2013_Donovan,Rebecca_BarelyBreathing.txt.csv","F","1p","YA","Y"
1098,"2013_Donovan,Rebecca_OutofBreath.txt.csv","F","1p","YA","Y"
1099,"2013_Forman,Gayle_JustOneYear.txt.csv","F","1p","YA","Y"
1100,"2013_Limbaugh,Rush_RushRevereandtheBravePilgrims.txt.csv","M","1p","YA","Y"
1101,"2013_Lu,Marie_Champion.txt.csv","F","1p","YA","N"
1102,"2013_Lu,Marie_Prodigy.txt.csv","F","1p","YA","Y"
1103,"2013_Lynch,Karen_Relentless.txt.csv","F","1p","YA","Y"
1105,"2013_Morgan,Kass_The100.txt.csv","F","3p","YA","Y"
1106,"2013_Rice,Morgan_AMarchofKings.txt.csv","F","3p","YA","Y"
1107,"2013_Roth,Veronica_Allegiant.txt.csv","F","1p","YA","N"
1108,"2013_Rowell,Rainbow_Fangirl.txt.csv","F","3p","YA","Y"
1109,"2013_Rush,Jennifer_Altered.txt.csv","F","1p","YA","Y"
1110,"2013_Schneider,Robyn_TheBeginningofEverything.txt.csv","F","1p","YA","Y"
1111,"2013_Smith,Andrew_Winger.txt.csv","M","1p","YA","Y"
1112,"2013_Yancey,Rick_The5thWave.txt.csv","M","1p","YA","N"
1113,"2014_Anderson,Laurie_TheImpossibleKnifeofMemory.txt.csv","F","1p","YA","Y"
1114,"2014_Armentrout,Jennifer_WhiteHotKiss.txt.csv","F","1p","YA","Y"
1115,"2014_Armstrong,Kelley_SeaofShadows.txt.csv","F","3p","YA","Y"
1116,"2014_Ashton,Brodi_Evertrue.txt.csv","F","1p","YA","Y"
1117,"2014_Banks,Anna_OfNeptune.txt.csv","F","1p","YA","Y"
1118,"2014_Bardugo,Leigh_RuinandRising.txt.csv","F","1p","YA","Y"
1119,"2014_Baskin,Nora_SubwayLove.txt.csv","F","3p","YA","Y"
1120,"2014_Brown,Pierce_RedRising.txt.csv","M","1p","YA","N"
1121,"2014_Calonita,Jen_SummerStateofMind.txt.csv","F","1p","YA","Y"
1122,"2014_Cass,Kiera_TheOne.txt.csv","F","1p","YA","N"
1123,"2014_Chance,Megan_TheShadows.txt.csv","F","1p","YA","Y"
1124,"2014_Charbonneau,Joelle_IndependentStudy.txt.csv","F","1p","YA","N"
1125,"2014_Christopher,Nicholas_TheTrueAdventuresofNicoloZen.txt.csv","M","1p","YA","Y"
1126,"2014_Clare,Cassandra_CityofHeavenlyFire.txt.csv","F","3p","YA","Y"
1127,"2014_Clark,Bridie_YouOnlyLiveOnce.txt.csv","F","1p","YA","Y"
1128,"2014_Clark,Catherine_UnforgettableSummerSoInnLoveandBetterLatteThanNever.txt.csv","F","1p","YA","Y"
1130,"2014_Davies,Anna_Followers.txt.csv","F","1p","YA","Y"
1131,"2014_Dellaira,Ava_LoveLetterstotheDead.txt.csv","F","1p","YA","Y"
1132,"2014_Deriso,Christine_ThirtySunsets.txt.csv","F","1p","YA","Y"
1133,"2014_Douglas,Helen_ChasingStars.txt.csv","F","1p","YA","Y"
1134,"2014_Dowding,Philippa_TheStrangeGiftofGwendolynGolden.txt.csv","F","1p","YA","Y"
1135,"2014_Erlings,Fridrik_BoyontheEdge.txt.csv","M","3p","YA","Y"
1136,"2014_Estep,Jennifer_KillerFrost.txt.csv","F","1p","YA","Y"
1137,"2014_Eulberg,Elizabeth_BetterOffFriends.txt.csv","F","1p","YA","Y"
1138,"2014_Fitzpatrick,Huntley_WhatIThoughtWasTrue.txt.csv","F","1p","YA","Y"
1139,"2014_Garcia,Kami_DangerousCreatures.txt.csv","F","3p","YA","Y"
1140,"2014_Green,Sally_HalfBad.txt.csv","F","1p","YA","Y"
1141,"2014_Han,Jenny_ToAlltheBoysIVeLovedBefore.txt.csv","F","1p","YA","Y"
1142,"2014_Hawkins,Rachel_RebelBelle.txt.csv","F","1p","YA","Y"
1143,"2014_Heasley,Gwendolyn_TheArtofGoodbye.txt.csv","F","1p","YA","Y"
1144,"2014_Henderson,Lauren_KissinginItalian.txt.csv","F","1p","YA","Y"
1145,"2014_HIggins,Wendy_SweetReckoning.txt.csv","F","1p","YA","Y"
1146,"2014_Hodge,Rosamund_CruelBeauty.txt.csv","F","1p","YA","Y"
1148,"2014_Jayne,Hannah_TheDare.txt.csv","F","3p","YA","Y"
1149,"2014_Jensen,Danielle_StolenSongbird.txt.csv","F","1p","YA","Y"
1150,"2014_Johnson,Elana_Elevated.txt.csv","F","1p","YA","Y"
1151,"2014_Jordan,Sophie_Uninvited.txt.csv","F","1p","YA","Y"
1152,"2014_Kagawa,Julie_TheForeverSong.txt.csv","F","1p","YA","Y"
1153,"2014_Kenyon,Sherrilyn_Illusion.txt.csv","F","3p","YA","Y"
1154,"2014_Kiely,Brendan_TheGospelofWinter.txt.csv","M","1p","YA","Y"
1155,"2014_Larson,Sara_Defy.txt.csv","F","1p","YA","Y"
1158,"2014_Long,Christopher_HeroWorship.txt.csv","M","1p","YA","Y"
1159,"2014_Lord,Emery_OpenRoadSummer.txt.csv","F","1p","YA","Y"
1160,"2014_Lynch,Chris_LittleBlueLies.txt.csv","M","1p","YA","Y"
1161,"2014_Mafi,Tahereh_IgniteMe.txt.csv","F","1p","YA","Y"
1162,"2014_Mallory,Alex_Wild.txt.csv","F","3p","YA","Y"
1163,"2014_Matson,Morgan_SinceYouVeBeenGone.txt.csv","F","1p","YA","Y"
1164,"2014_Meyer,Marissa_Cress.txt.csv","F","3p","YA","Y"
1165,"2014_Millet,Lydia_PillsandStarships.txt.csv","F","1p","YA","N"
1166,"2014_Murphy,Julie_SideEffectsMayVary.txt.csv","F","1p","YA","Y"
1167,"2014_Naughton,Sarah_TheBloodList.txt.csv","F","3p","YA","Y"
1168,"2014_Nielsen,Jennifer_TheShadowThrone.txt.csv","F","1p","YA","N"
1169,"2014_Oliver,Lauren_Panic.txt.csv","F","3p","YA","Y"
1170,"2014_Olsen,Nora_FrenemyofthePeople.txt.csv","F","1p","YA","Y"
1171,"2014_Orloff,Erica_InDreams.txt.csv","F","1p","YA","Y"
1172,"2014_Paige,Danielle_DorothyMustDie.txt.csv","F","1p","YA","Y"
1173,"2014_Patrick,Denise_AMatterofSouls.txt.csv","F","3p","YA","Y"
1174,"2014_Philbin,Joanna_SinceLastSummer.txt.csv","F","3p","YA","Y"
1175,"2014_Pillsworth,Anne_Summoned.txt.csv","F","3p","YA","Y"
1176,"2014_Preble,Joy_TheA-Word.txt.csv","F","1p","YA","Y"
1177,"2014_Riggs,Ransom_HollowCity.txt.csv","M","1p","YA","Y"
1178,"2014_Rook,Spencer_FallingasUsual.txt.csv","M","3p","YA","Y"
1179,"2014_Rossi,Veronica_IntotheStillBlue.txt.csv","F","3p","YA","Y"
1180,"2014_Roth,Veronica_FourTheTraitor.txt.csv","F","1p","YA","Y"
1181,"2014_Rush,Jennifer_Erased.txt.csv","F","1p","YA","Y"
1182,"2014_Rutkoski,Marie_TheWinnerSCurse.txt.csv","F","1p","YA","Y"
1183,"2014_Ryan,Tom_BigTime.txt.csv","M","1p","YA","Y"
1184,"2014_Saxon,Lucy_TakeBacktheSkies.txt.csv","F","3p","YA","Y"
1185,"2014_Schrag,Ariel_Adam.txt.csv","F","3p","YA","Y"
1186,"2014_Scott,Victoria_Flood&Fire.txt.csv","F","1p","YA","N"
1187,"2014_Slayton,Shonna_CinderellaSDress.txt.csv","F","3p","YA","Y"
1188,"2014_Smith,Jennifer_TheGeographyofYouandMe.txt.csv","F","3p","YA","Y"
1189,"2014_Strand,Jeff_IHaveaBadFeelingAboutThis.txt.csv","M","3p","YA","Y"
1190,"2014_Strasser,Todd_NoPlace.txt.csv","M","1p","YA","Y"
1191,"2014_Taylor,Laini_DreamsofGods&Monsters.txt.csv","F","3p","YA","Y"
1192,"2014_Thompson,Karri_MIrrorX.txt.csv","F","1p","YA","Y"
1193,"2014_Trevayne,Emma_Chorus.txt.csv","F","1p","YA","Y"
1194,"2014_Turner,Joan_Grave.txt.csv","F","1p","YA","Y"
1195,"2014_Unsworth,Tania_TheOneSafePlace.txt.csv","F","3p","YA","Y"
1196,"2014_Vitello,Suzy_TheMomentBefore.txt.csv","F","1p","YA","Y"
1197,"2014_Walton,Leslye_TheStrangeandBeautifulSorrowsofAvaLavender.txt.csv","F","3p","YA","Y"
1198,"2014_Wells,Dan_Ruins.txt.csv","M","3p","YA","Y"
1199,"2014_West,Kasie_OntheFence.txt.csv","F","1p","YA","Y"
1200,"2014_West,Kasie_SplitSecond.txt.csv","F","1p","YA","Y"
1201,"2014_Williams,Carol_Signed,SkyeHarper.txt.csv","F","1p","YA","Y"
1202,"2014_Williams,Julie_DramaQueensintheHouse.txt.csv","F","1p","YA","Y"
1203,"2014_Young,Suzanne_TheTreatment.txt.csv","F","1p","YA","Y"
1204,"2002_Baker,Jo_Offcomer_CT.txt.csv","F","3p","NYT","Y"
1205,"2010_Grodstein,Lauren_AFriendoftheFamily_CT.txt.csv","F","1p","NYT","Y"
1206,"2011_Stevens,Taylor_TheInformationist_CT.txt.csv","F","3p","NYT","Y"
1208,"2012_Harbach,Chad_TheArtofFielding_CT.txt.csv","M","3p","NYT","Y"
1209,"2012_Redekop,Corey_Husk_CT.txt.csv","M","1p","NYT","Y"
1210,"2012_Stedman,ML_TheLightBetweenOceans_CT.txt.csv","F","3p","NYT","Y"
1211,"2012_Swan,Susan_TheWesternLight_CT.txt.csv","F","1p","NYT","Y"
1212,"2013_Atwood,Margaret_MaddAddam_CT.txt.csv","F","3p","NYT","Y"
1213,"2013_Baker,Kevin_TheBigCrowd_CT.txt.csv","M","3p","NYT","Y"
1214,"2013_Baker,Nicholson_TravellingSprinkler_CT.txt.csv","M","1p","NYT","Y"
1215,"2013_Boyden,Joseph_TheOrenda_CT.txt.csv","M","1p","NYT","Y"
1216,"2013_Cain,Chelsea_LetMeGo_CT.txt.csv","F","3p","NYT","Y"
1217,"2013_Cantor,Jillian_Margot_CT.txt.csv","F","1p","NYT","Y"
1218,"2013_Carpenter,Lea_ElevenDays_CT.txt.csv","F","3p","NYT","Y"
1219,"2013_Clanchy,Kate_MeetingtheEnglish_CT.txt.csv","F","3p","NYT","Y"
1220,"2013_Coetzee,JM_TheChildhoodofJesus_CT.txt.csv","M","3p","NYT","Y"
1221,"2013_Collins,Ciaran_TheGamal_CT.txt.csv","M","1p","NYT","Y"
1222,"2013_Crain,Caleb_NecessaryErrors_CT.txt.csv","M","3p","NYT","Y"
1223,"2013_Cullen,Lynn_MrsPoe_CT.txt.csv","F","1p","NYT","Y"
1224,"2013_DeSa,Anthony_KickingtheSky_CT.txt.csv","M","1p","NYT","Y"
1225,"2013_Fawcett,Brian_HumanHappiness_CT.txt.csv","M","1p","NYT","Y"
1226,"2013_Fielding,Helen_BridgetJonesMadAbouttheBoy_CT.txt.csv","F","1p","NYT","N"
1227,"2013_Flood,Cynthia_RedGirlRatBoy_CT.txt.csv","F","1p","NYT","Y"
1228,"2013_Galland,Nicole_Godiva_CT.txt.csv","F","3p","NYT","Y"
1229,"2013_Gilbert,Elizabeth_TheSignatureofAllThings_CT.txt.csv","F","3p","NYT","Y"
1230,"2013_Gillmor,Don_MountPleasant_CT.txt.csv","M","3p","NYT","Y"
1231,"2013_Grady,Wayne_EmancipationDay_CT.txt.csv","M","3p","NYT","Y"
1233,"2013_Ireland,Ann_TheBlueGuitar_CT.txt.csv","F","3p","NYT","Y"
1234,"2013_Johnston,Wayne_TheSonofaCertainWoman_CT.txt.csv","M","1p","NYT","N"
1235,"2013_Koch,Herman_TheDinner_CT.txt.csv","M","1p","NYT","Y"
1237,"2013_Lawson,Mary_RoadEnds_CT.txt.csv","F","3p","NYT","Y"
1238,"2013_LeirenYoung,Mark_FreeMagicSecretsRevealed_CT.txt.csv","M","1p","NYT","Y"
1239,"2013_Lemaitre,Pierre_Alex_CT.txt.csv","M","3p","NYT","Y"
1240,"2013_Manning,Kate_MyNotoriousLife_CT.txt.csv","F","1p","NYT","Y"
1241,"2013_Marias,Javier_TheInfatuations_CT.txt.csv","M","1p","NYT","Y"
1242,"2013_Mathis,Ayana_TheTwelveTribesofHattie_CT.txt.csv","F","3p","NYT","Y"
1243,"2013_McGill,Robert_OnceWeHadaCountry_CT.txt.csv","M","3p","NYT","Y"
1244,"2013_McMillan,Terry_WhoAskedYou_CT.txt.csv","F","1p","NYT","Y"
1245,"2013_Messud,Claire_TheWomanUpstairs_CT.txt.csv","F","1p","NYT","Y"
1247,"2013_Moyes,Jojo_MeBeforeYou_CT.txt.csv","F","1p","NYT","N"
1248,"2013_Peace,David_RedorDead_CT.txt.csv","M","3p","NYT","Y"
1249,"2013_Pessl,Marisha_NightFilm_CT.txt.csv","F","1p","NYT","Y"
1250,"2013_Phillips,JayneAnne_QuietDell_CT.txt.csv","F","3p","NYT","Y"
1251,"2013_Piatigorsky,Anton_TheIronBridge_CT.txt.csv","M","3p","NYT","Y"
1252,"2013_Reza,Yasmina_HappyaretheHappy_CT.txt.csv","F","1p","NYT","N"
1253,"2013_Rosenblatt,Roger_TheBoyDetective_CT.txt.csv","M","1p","NYT","Y"
1254,"2013_Selvadurai,Shyam_TheHungryGhosts_CT.txt.csv","M","1p","NYT","N"
1255,"2013_Szado,Ania_StudioSaintEx_CT.txt.csv","F","1p","NYT","Y"
1257,"2013_Toperoff,Sam_LillianandDash_CT.txt.csv","M","3p","NYT","Y"
1258,"2013_Wascom,Kent_TheBloodofHeaven_CT.txt.csv","M","1p","NYT","Y"
1259,"2013_Watson,SJ_BeforeIGotoSleep_CT.txt.csv","M","1p","NYT","Y"
1260,"2013_Weber,Joanne_TheDeafHouse_CT.txt.csv","F","1p","NYT","Y"
1261,"2013_Wilk,Lucie_TheStrengthofBone_CT.txt.csv","F","3p","NYT","Y"
1262,"2013_Winter,Michael_MinisterWithoutPortfolio_CT.txt.csv","M","3p","NYT","Y"
1263,"2013_Wuitchik,Michael_MyHeartIsNotMyOwn_CT.txt.csv","M","1p","NYT","Y"
1264,"2014_Abbott,Megan_TheFever_CT.txt.csv","F","3p","NYT","Y"
1265,"2014_Ackroyd,Peter_ThreeBrothers_CT.txt.csv","M","3p","NYT","Y"
1266,"2014_Adler,HG_TheWall_CT.txt.csv","M","1p","NYT","Y"
1267,"2014_Barthelme,Frederick_ThereMustBeSomeMistake_CT.txt.csv","M","1p","NYT","Y"
1268,"2014_Bausch,Robert_FarastheEyecanSee_CT.txt.csv","M","1p","NYT","Y"
1269,"2014_Baxter,Greg_MunichAirport_CT.txt.csv","M","1p","NYT","Y"
1271,"2014_Billingham,Mark_TheBonesBeneath_CT.txt.csv","M","3p","NYT","Y"
1272,"2014_BirdWilson,Lisa_JustPretending_CT.txt.csv","F","3p","NYT","Y"
1273,"2014_Black,Benjamin_TheBlackEyedBlonde_CT.txt.csv","M","1p","NYT","Y"
1274,"2014_Buwalda,Peter_BonitaAvenue_CT.txt.csv","M","3p","NYT","Y"
1275,"2014_Casey,Maud_TheManWhoWalkedAway_CT.txt.csv","F","3p","NYT","Y"
1276,"2014_Clement,Jennifer_PrayersfortheStolen_CT.txt.csv","F","1p","NYT","Y"
1277,"2014_Cohen,LeahHager_NoBookbuttheWorld_CT.txt.csv","F","3p","NYT","Y"
1278,"2014_Cole,Teju_EveryDayisfortheThief_CT.txt.csv","M","1p","NYT","Y"
1279,"2014_Cook,Jude_ByronEasy_CT.txt.csv","M","1p","NYT","Y"
1280,"2014_Coover,Robert_TheBrunistDayofWrath_CT.txt.csv","M","3p","NYT","Y"
1281,"2014_Cunningham,Michael_TheSnowQueen_CT.txt.csv","M","3p","NYT","Y"
1282,"2014_Dahl,Julia_InvisibleCity_CT.txt.csv","F","1p","NYT","Y"
1283,"2014_Danticat,Edwidge_ClaireoftheSeaLight_CT.txt.csv","F","3p","NYT","Y"
1284,"2014_Derasmo,Stacey_Wonderland_CT.txt.csv","F","1p","NYT","Y"
1285,"2014_Doctorow,EL_AndrewsBrain_CT.txt.csv","M","1p","NYT","Y"
1287,"2014_Faber,Michel_TheBookofStrangeNewThings_CT.txt.csv","M","3p","NYT","Y"
1288,"2014_Farah,Nuruddin_HidinginPlainSight_CT.txt.csv","M","3p","NYT","Y"
1289,"2014_Ferris,Joshua_ToRiseAgainataDecentHour_CT.txt.csv","M","1p","NYT","Y"
1290,"2014_Ford,Richard_LetmebeFrankwithYou_CT.txt.csv","M","1p","NYT","Y"
1291,"2014_Freud,Esther_MrMacandMe_CT.txt.csv","F","1p","NYT","Y"
1292,"2014_Galbraith,Robert_TheSilkworm_CT.txt.csv","F","3p","NYT","Y"
1293,"2014_Galchen,Rivka_AmericanInnovations_CT.txt.csv","F","1p","NYT","Y"
1294,"2014_Galloway,Steven_TheConfabulist_CT.txt.csv","M","3p","NYT","Y"
1295,"2014_Gay,Roxane_AnUntamedState_CT.txt.csv","F","1p","NYT","N"
1296,"2014_Goldberg,Tod_Gangsterland_CT.txt.csv","M","3p","NYT","Y"
1297,"2014_Hadley,Tessa_CleverGirl_CT.txt.csv","F","1p","NYT","Y"
1298,"2014_Harun,Adrianne_AManCameOutofaDoorintheMountain_CT.txt.csv","F","3p","NYT","Y"
